#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
54000,-86123.8196807236,15684.289209347684,-70439.53047137591,305.3640470059833,64.0,0.9680734347623782,479
54500,-85937.9798369736,15000.885188718094,-70937.0946482555,292.05856566129876,64.0,0.9680734347623782,480
55000,-85848.7103057236,15282.961834993213,-70565.74847073038,297.55043495309366,64.0,0.9680734347623782,480
55500,-86024.53379205172,15084.255003040656,-70940.27878901106,293.68172776701294,64.0,0.9680734347623782,480
56000,-86225.7317900986,15186.186882920563,-71039.54490717803,295.666282562171,64.0,0.9680734347623782,481
56500,-86080.7776885361,15450.411881107371,-70630.36580742872,300.8105905820961,64.0,0.9680734347623782,481
57000,-86060.40683892672,15588.670265775174,-70471.73657315155,303.50240143250477,64.0,0.9680734347623782,482
57500,-86085.30771783297,15281.362267700257,-70803.94545013271,297.5192923022845,64.0,0.9680734347623782,483
58000,-85769.13388970797,15431.95464813232,-70337.17924157565,300.4512389224471,64.0,0.9680734347623782,481
58500,-85707.95127252047,15202.27584037697,-70505.6754321435,295.9795252660907,64.0,0.9680734347623782,481
59000,-86106.44053033297,15457.903454670566,-70648.5370756624,300.95644719001535,64.0,0.9680734347623782,482
59500,-86319.07602837984,15364.22505009456,-70954.85097828528,299.13258278936763,64.0,0.9680734347623782,482
60000,-86272.4905791611,15582.381706173765,-70690.10887298733,303.3799668112036,64.0,0.9680734347623782,483
60500,-86021.33359673922,15321.646901336499,-70699.68669540272,298.30361083882264,64.0,0.9680734347623782,483
61000,-86087.9183135361,15778.713862363948,-70309.20445117215,307.2024404325083,64.0,0.9680734347623782,483
61500,-85982.4544463486,15101.277010299265,-70881.17743604933,294.0131364113751,64.0,0.9680734347623782,483
62000,-85963.93174127047,15444.461479762103,-70519.47026150837,300.6947397066214,64.0,0.9680734347623782,484
62500,-85997.27732232516,15348.265280267224,-70649.01204205793,298.82185529392876,64.0,0.9680734347623782,484
63000,-86089.78135064547,15749.628395557404,-70340.15295508807,306.6361632021821,64.0,0.9680734347623782,485
63500,-86524.33506158297,15759.873469180311,-70764.46159240266,306.83562886502517,64.0,0.9680734347623782,485
64000,-86058.92270806734,15701.331219092011,-70357.59148897533,305.695845087183,64.0,0.9680734347623782,485
64500,-85878.45908502047,15385.948766562156,-70492.51031845831,299.5555309949262,64.0,0.9680734347623782,484
65000,-85767.0892119736,15668.914185428759,-70098.17502654484,305.0647041754585,64.0,0.9680734347623782,483
65500,-85782.68271783297,15564.40311675286,-70218.27960108011,303.02993406494727,64.0,0.9680734347623782,482
66000,-85536.73813775484,15591.475487666321,-69945.26265008852,303.5570174815968,64.0,0.9680734347623782,483
66500,-85402.36191705172,15641.715094857384,-69760.64682219434,304.5351536003002,64.0,0.9680734347623782,482
67000,-85567.55454400484,15522.290973424679,-70045.26357058017,302.21003497081904,64.0,0.9680734347623782,482
67500,-85992.23301080172,15821.10228830541,-70171.13072249631,308.02771858945425,64.0,0.9680734347623782,482
68000,-85700.98887017672,15222.144816260785,-70478.84405391593,296.3663627443317,64.0,0.9680734347623782,483
68500,-85691.79941705172,15256.688906857278,-70435.11051019444,297.03891622532717,64.0,0.9680734347623782,483
69000,-85720.45884087984,15481.799180500675,-70238.65966037917,301.42168316266486,64.0,0.9680734347623782,484
69500,-85963.02158502047,15525.186741799815,-70437.83484322065,302.26641390762774,64.0,0.9680734347623782,483
70000,-86036.71299127047,15403.38568495214,-70633.32730631833,299.89501771924046,64.0,0.9680734347623782,483
70500,-86165.14524224703,15471.551848861622,-70693.59339338541,301.22217353755235,64.0,0.9680734347623782,482
71000,-86344.64609673922,15472.85201981198,-70871.79407692724,301.24748711459125,64.0,0.9680734347623782,481
71500,-86484.68027642672,15434.370297372108,-71050.30997905461,300.4982702171499,64.0,0.9680734347623782,480
72000,-86501.63486627047,15554.50533636869,-70947.12952990178,302.8372300007628,64.0,0.9680734347623782,479
72500,-86275.17978814547,15092.629598102998,-71182.55019004247,293.8447762932254,64.0,0.9680734347623782,480
73000,-86264.64438775484,15427.454083785997,-70837.19030396885,300.3636155354858,64.0,0.9680734347623782,480
73500,-85670.81015923922,15301.73815963231,-70369.07199960691,297.9159991430396,64.0,0.9680734347623782,481
74000,-85985.33847955172,15325.514452346135,-70659.82402720558,298.37890982193505,64.0,0.9680734347623782,481
74500,-86092.95615533297,15712.99531428935,-70379.96084104362,305.9229382800323,64.0,0.9680734347623782,481
75000,-86307.61338189547,15438.793115527951,-70868.82026636752,300.58437993071186,64.0,0.9680734347623782,481
75500,-86034.68833306734,15077.610153776128,-70957.07817929122,293.5523563918695,64.0,0.9680734347623782,481
76000,-86181.10215142672,15439.837449860293,-70741.26470156643,300.6047125166451,64.0,0.9680734347623782,481
76500,-86123.9036650986,15481.898179493379,-70642.00548560522,301.42361061584165,64.0,0.9680734347623782,482
77000,-86187.88828423922,15303.889902790077,-70883.99838144914,297.95789233883585,64.0,0.9680734347623782,482
77500,-86078.7161650986,15406.244555023266,-70672.47161007533,299.95067826739347,64.0,0.9680734347623782,483
78000,-86485.64804986422,15239.035368610406,-71246.61268125381,296.69521203758325,64.0,0.9680734347623782,482
78500,-86432.3040557236,15347.570878346916,-71084.73317737668,298.80833568983303,64.0,0.9680734347623782,481
79000,-85652.58127740328,15305.51517453976,-70347.06610286352,297.9895354405629,64.0,0.9680734347623782,481
79500,-86095.5384307236,15337.931713012513,-70757.60671771108,298.6206667112146,64.0,0.9680734347623782,480
80000,-86063.08310845797,15471.430493558524,-70591.65261489945,301.21981081993187,64.0,0.9680734347623782,480
80500,-86098.00473931734,15175.925724014174,-70922.07901530317,295.4665037281541,64.0,0.9680734347623782,479
81000,-86078.7063994736,15261.555540243164,-70817.15085923043,297.1336667649387,64.0,0.9680734347623782,479
81500,-86792.58091119234,15671.272810698021,-71121.30810049432,305.11062524640903,64.0,0.9680734347623782,479
82000,-86157.16294244234,15483.63504849025,-70673.5278939521,301.45742645147976,64.0,0.9680734347623782,480
82500,-85737.51352837984,15225.229001432192,-70512.28452694765,296.4264100472783,64.0,0.9680734347623782,480
83000,-85812.22446587984,15682.567199019017,-70129.65726686083,305.33052046002837,64.0,0.9680734347623782,480
83500,-86072.11045220797,15492.143698521657,-70579.96675368631,301.6230849504699,64.0,0.9680734347623782,479
84000,-85892.07969048922,15493.968628531788,-70398.11106195743,301.65861528314605,64.0,0.9680734347623782,479
84500,-85874.4075713486,15596.925318506546,-70277.48225284205,303.66312253861634,64.0,0.9680734347623782,478
85000,-85965.4642119736,15848.141364524374,-70117.32284744922,308.5541537776428,64.0,0.9680734347623782,478
85500,-85837.67099908297,15641.148192835622,-70196.52280624735,304.5241163455474,64.0,0.9680734347623782,477
86000,-86182.44053033297,15745.118388603907,-70437.32214172906,306.548355973116,64.0,0.9680734347623782,476
86500,-86161.00205377047,15236.533258062787,-70924.46879570768,296.6464973911827,64.0,0.9680734347623782,476
87000,-86298.12900689547,15135.893477154663,-71162.2355297408,294.68709901630547,64.0,0.9680734347623782,475
87500,-86012.54477837984,15272.539874928421,-70740.00490345142,297.3475254134491,64.0,0.9680734347623782,475
88000,-86447.6644072861,15579.363990899175,-70868.30041638692,303.3212136387353,64.0,0.9680734347623782,475
88500,-86154.16977837984,15406.25883626379,-70747.91094211605,299.95095631489346,64.0,0.9680734347623782,475
89000,-86272.8675322861,15190.863263932988,-71082.0042683531,295.75732899801744,64.0,0.9680734347623782,476
89500,-86435.84385064547,15180.503509181086,-71255.34034146438,295.55563055986664,64.0,0.9680734347623782,476
90000,-86470.07480767672,15550.868419777602,-70919.20638789912,302.7664213364966,64.0,0.9680734347623782,477
90500,-86269.00742486422,15421.16384579963,-70847.84357906459,300.24114823699944,64.0,0.9680734347623782,477
91000,-86667.25644830172,15453.875706303981,-71213.38074199774,300.87802925694075,64.0,0.9680734347623782,476
91500,-86450.84678033297,15313.211189230904,-71137.63559110207,298.13937239909745,64.0,0.9680734347623782,476
92000,-86433.42539361422,15514.336041678209,-70919.08935193601,302.0551570468446,64.0,0.9680734347623782,475
92500,-86042.78110650484,15237.216818965971,-70805.56428753887,296.65980592694007,64.0,0.9680734347623782,474
93000,-85836.03403619234,15391.862798661925,-70444.17123753042,299.67067378220867,64.0,0.9680734347623782,474
93500,-85946.8382354111,15919.304844565224,-70027.53339084587,309.9396656088931,64.0,0.9680734347623782,474
94000,-85833.46201470797,15696.978203211445,-70136.48381149652,305.6110943835822,64.0,0.9680734347623782,474
94500,-86210.69223931734,15521.297348644352,-70689.394890673,302.19068967055864,64.0,0.9680734347623782,475
95000,-85896.1868682236,15441.777494648704,-70454.40937357489,300.64248406752984,64.0,0.9680734347623782,475
95500,-86159.25180962984,15352.492100093164,-70806.75970953668,298.9041490332743,64.0,0.9680734347623782,475
96000,-86050.4905791611,15174.394906791626,-70876.09567236947,295.43669960148543,64.0,0.9680734347623782,476
96500,-86130.90805962984,15353.236136789492,-70777.67192284035,298.91863499777537,64.0,0.9680734347623782,476
97000,-86434.27597955172,15183.679050075356,-71250.59692947636,295.61745650594327,64.0,0.9680734347623782,476
97500,-86545.00303033297,15506.958123077522,-71038.04490725545,301.91151323536457,64.0,0.9680734347623782,476
98000,-86066.3636260361,15323.923488241737,-70742.44013779436,298.3479346702354,64.0,0.9680734347623782,476
98500,-85941.6897979111,15506.947702391655,-70434.74209551944,301.9113103506328,64.0,0.9680734347623782,477
99000,-85690.66904595797,15434.734076897614,-70255.93496906036,300.5053527942845,64.0,0.9680734347623782,476
99500,-85942.23813775484,15184.167182383128,-70758.07095537172,295.6269601598855,64.0,0.9680734347623782,476
100000,-85967.76279595797,15576.768851516768,-70390.9939444412,303.2706877746825,64.0,0.9680734347623782,475
100500,-86003.52744439547,15526.3702305099,-70477.15721388557,302.2894557488788,64.0,0.9680734347623782,476
101000,-85874.41367486422,15593.130238510668,-70281.28343635355,303.5892345242611,64.0,0.9680734347623782,476
101500,-85967.03916314547,15404.927335799206,-70562.11182734626,299.9250327703178,64.0,0.9680734347623782,476
102000,-86508.1937041611,15454.813228628598,-71053.3804755325,300.8962822748099,64.0,0.9680734347623782,476
102500,-86439.38974908297,15242.221947315382,-71197.16780176759,296.75725288345564,64.0,0.9680734347623782,476
103000,-86647.9515166611,15536.070804211311,-71111.88071244978,302.4783203129152,64.0,0.9680734347623782,477
103500,-86188.44321587984,15289.877818436828,-70898.56539744302,297.6850851540163,64.0,0.9680734347623782,477
104000,-86413.01841119234,15238.644242342678,-71174.37416884967,296.68759703518117,64.0,0.9680734347623782,478
104500,-86000.05234673922,15465.272965352982,-70534.77938138624,301.0999273041856,64.0,0.9680734347623782,478
105000,-85879.65342095797,15783.910683484282,-70095.74273747369,307.3036195364951,64.0,0.9680734347623782,478
105500,-85745.3401885361,15510.230556549737,-70235.10963198636,301.9752256239399,64.0,0.9680734347623782,478
106000,-85640.8323760361,15545.32443954458,-70095.50793649151,302.65848324520795,64.0,0.9680734347623782,479
106500,-85672.9505400986,15479.853555667214,-70193.09698443138,301.3838029715277,64.0,0.9680734347623782,479
107000,-85766.34287408297,15429.214061266466,-70337.1288128165,300.39788127994524,64.0,0.9680734347623782,479
107500,-85828.85251763766,15461.534975657007,-70367.31754198065,301.0271508049771,64.0,0.9680734347623782,479
108000,-85513.8050322861,15751.67941718828,-69762.12561509782,306.6760954080565,64.0,0.9680734347623782,479
108500,-85676.55625298922,15453.166644307785,-70223.38960868143,300.86422422963943,64.0,0.9680734347623782,479
109000,-86215.40342095797,15234.119733817875,-70981.2836871401,296.5995074689021,64.0,0.9680734347623782,478
109500,-86200.92978814547,15522.240035485804,-70678.68975265967,302.20904323858605,64.0,0.9680734347623782,478
110000,-86467.90610650484,15486.673255221918,-70981.23285128293,301.51657858077544,64.0,0.9680734347623782,477
110500,-86412.90610650484,15471.533378986758,-70941.37272751809,301.22181393976246,64.0,0.9680734347623782,478
111000,-85849.76181939547,15379.569751283154,-70470.19206811232,299.43133525385633,64.0,0.9680734347623782,478
111500,-85970.05576470797,15153.469995234627,-70816.58576947334,295.0293036659094,64.0,0.9680734347623782,478
112000,-86110.67954400484,15477.47064937919,-70633.20889462566,301.3374091631737,64.0,0.9680734347623782,478
112500,-86265.2767119736,15645.987584425195,-70619.2891275484,304.6183365031276,64.0,0.9680734347623782,479
113000,-86062.38657525484,15547.213873133063,-70515.17270212178,302.6952694252781,64.0,0.9680734347623782,479
113500,-85871.1819854111,15342.774940424366,-70528.40704498673,298.71496155003797,64.0,0.9680734347623782,479
114000,-86400.03232720797,15285.393096899614,-71114.63923030836,297.59777021739285,64.0,0.9680734347623782,478
114500,-86682.8001494736,15241.511488519609,-71441.28866095399,296.7434206612737,64.0,0.9680734347623782,478
115000,-86852.24082330172,15656.070174645112,-71196.17064865661,304.8146387080131,64.0,0.9680734347623782,477
115500,-86142.0706572861,15328.722566669458,-70813.34809061664,298.4413699538512,64.0,0.9680734347623782,477
116000,-85675.0716338486,15202.417281665374,-70472.65435218322,295.98227904623747,64.0,0.9680734347623782,476
116500,-86128.82480767672,15494.456420437433,-70634.36838723929,301.66811230965556,64.0,0.9680734347623782,476
117000,-86315.89145806734,15172.301901609637,-71143.58955645771,295.39595000013304,64.0,0.9680734347623782,475
117500,-86273.30674127047,15356.724055550061,-70916.58268572041,298.9865427603867,64.0,0.9680734347623782,475
118000,-86554.84287408297,15847.648395653348,-70707.19447842962,308.54455595860907,64.0,0.9680734347623782,475
118500,-86490.43052056734,15266.352306320798,-71224.07821424655,297.2270570284346,64.0,0.9680734347623782,474
119000,-86088.47031548922,15406.705682779662,-70681.76463270956,299.9596561583263,64.0,0.9680734347623782,474
119500,-86399.22031548922,15484.922175577842,-70914.29813991138,301.4824860720486,64.0,0.9680734347623782,473
120000,-85993.82627252047,15200.32479197532,-70793.50148054515,295.94153948121516,64.0,0.9680734347623782,473
120500,-86286.27231744234,15551.143589119834,-70735.12872832251,302.7717787245704,64.0,0.9680734347623782,473
121000,-86084.83652642672,15378.043409455335,-70706.79311697138,299.4016182605367,64.0,0.9680734347623782,473
121500,-85935.76133111422,15485.117205426563,-70450.64412568766,301.48628319049607,64.0,0.9680734347623782,474
122000,-85809.3929229111,15262.692243723199,-70546.7006791879,297.15579772479765,64.0,0.9680734347623782,474
122500,-85932.2425322861,15230.266239691759,-70701.97629259434,296.5244821651884,64.0,0.9680734347623782,474
123000,-85608.43711236422,15413.487951495656,-70194.94916086856,300.0917030107755,64.0,0.9680734347623782,474
123500,-85645.13828423922,15496.45345638413,-70148.68482785509,301.7069934454571,64.0,0.9680734347623782,475
124000,-86031.51621392672,15360.50632160576,-70671.00989232096,299.0601812947318,64.0,0.9680734347623782,475
124500,-86172.49326470797,15286.315833611647,-70886.17743109632,297.6157353679296,64.0,0.9680734347623782,475
125000,-86128.7649932236,15240.042076753569,-70888.72291647003,296.7148120633573,64.0,0.9680734347623782,475
125500,-85780.5268340439,15388.09653439233,-70392.43029965158,299.59734679339164,64.0,0.9680734347623782,476
126000,-86094.22763970797,15376.41431173496,-70717.81332797301,299.3699006693713,64.0,0.9680734347623782,476
126500,-86542.96494439547,15552.076410749287,-70990.88853364618,302.7899402226213,64.0,0.9680734347623782,476
127000,-86351.3177275986,15234.291140869958,-71117.02658672864,296.6028446651506,64.0,0.9680734347623782,476
127500,-86508.63486627047,15668.032623848529,-70840.60224242194,305.0475406809429,64.0,0.9680734347623782,476
128000,-86086.41294244234,15461.962630272377,-70624.45031216997,301.03547699319813,64.0,0.9680734347623782,477
128500,-85864.99692681734,15446.00206327159,-70418.99486354575,300.7247339772529,64.0,0.9680734347623782,475
129000,-86161.16196587984,15220.782103159581,-70940.37986272026,296.3398315077588,64.0,0.9680734347623782,476
129500,-86246.51255181734,15112.567332334642,-71133.9452194827,294.2329524567633,64.0,0.9680734347623782,476
130000,-86072.47373345797,15452.127678196062,-70620.3460552619,300.84399615985933,64.0,0.9680734347623782,476
130500,-86018.88779595797,15480.608912829775,-70538.2788831282,301.39850933896435,64.0,0.9680734347623782,477
131000,-85591.3245635361,15578.373471937142,-70012.95109159895,303.30192880696217,64.0,0.9680734347623782,477
131500,-85876.94223931734,15636.675120077969,-70240.26711923938,304.43702820393014,64.0,0.9680734347623782,477
132000,-85856.44028619234,15573.719758517109,-70282.72052767524,303.2113236960401,64.0,0.9680734347623782,477
132500,-86104.90537408297,15249.82397825399,-70855.08139582898,296.9052600326412,64.0,0.9680734347623782,477
133000,-85959.10849908297,15212.7860869203,-70746.32241216267,296.1841536924519,64.0,0.9680734347623782,476
