#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
3000000,-86319.10825491365,15467.284024636028,-70851.82423027762,301.09034162947466,64.0,0.9684105722189177,618
3050000,-85688.53232717927,15237.295411555097,-70451.23691562418,296.6133209726398,64.0,0.9684105722189177,618
3100000,-85855.84665823396,15074.230417074054,-70781.6162411599,293.4390536081882,64.0,0.9684105722189177,618
3150000,-85283.97178030427,15539.070777754765,-69744.90100254951,302.48776201605085,64.0,0.9684105722189177,618
3200000,-85967.14695120271,15174.403976804228,-70792.74297439848,295.38905926356756,64.0,0.9684105722189177,618
3250000,-86005.51645803865,16062.093145953026,-69943.42331208562,312.6690571464593,64.0,0.9684105722189177,618
3300000,-85776.36704397615,15352.073591498935,-70424.29345247721,298.84762412216855,64.0,0.9684105722189177,618
3350000,-85829.00608206209,15656.754105412401,-70172.25197664968,304.7786175581159,64.0,0.9684105722189177,618
3400000,-86072.88132620271,15374.74887540564,-70698.13245079707,299.2890273424845,64.0,0.9684105722189177,618
3450000,-85341.46238089021,15167.273603904061,-70174.18877698615,295.2502574927436,64.0,0.9684105722189177,618
3500000,-85934.4769072574,15644.491707434267,-70289.98519982313,304.53991439662013,64.0,0.9684105722189177,618
3550000,-86467.76145315584,15207.053637860809,-71260.70781529503,296.02462641200515,64.0,0.9684105722189177,618
3600000,-86208.05716848787,15373.405529134907,-70834.65163935296,299.26287740000345,64.0,0.9684105722189177,618
3650000,-85845.60605764802,15482.318960942328,-70363.2870967057,301.38301577327593,64.0,0.9684105722189177,618
3700000,-85375.66721487459,15517.851795065217,-69857.81541980937,302.0747075498078,64.0,0.9684105722189177,618
3750000,-86178.63559866365,15430.318214243744,-70748.3173844199,300.37075514862283,64.0,0.9684105722189177,618
3800000,-86066.76828909334,15353.95724489959,-70712.81104419375,298.88429182963495,64.0,0.9684105722189177,618
3850000,-85797.51755667146,15319.430967956432,-70478.08658871503,298.2121939678868,64.0,0.9684105722189177,618
3900000,-86036.6282744449,15696.530474428379,-70340.09780001652,305.55291513464744,64.0,0.9684105722189177,618
3950000,-86073.93436575349,15521.936674953904,-70551.99769079959,302.15422492850473,64.0,0.9684105722189177,618
4000000,-85455.17759085115,15456.461954109138,-69998.71563674201,300.87967627239647,64.0,0.9684105722189177,618
4050000,-85970.51096487459,15308.245727913454,-70662.26523696113,297.9944590546089,64.0,0.9684105722189177,618
4100000,-86080.74082327302,15159.74971792614,-70920.99110534688,295.1037954897271,64.0,0.9684105722189177,618
4150000,-85973.91990042146,15303.85449819034,-70670.06540223112,297.9089781870306,64.0,0.9684105722189177,618
4200000,-85613.80039358552,15523.966783696786,-70089.83360988874,302.1937435753445,64.0,0.9684105722189177,618
4250000,-86328.33030081209,15538.269621482119,-70790.06067932997,302.4721664909771,64.0,0.9684105722189177,618
4300000,-85970.52134085115,15613.576282578055,-70356.9450582731,303.93810635994413,64.0,0.9684105722189177,618
4350000,-86173.24118948396,15414.307277238986,-70758.93391224497,300.05908191078146,64.0,0.9684105722189177,618
4400000,-85810.42527151521,15524.118435729994,-70286.30683578522,302.19669567491246,64.0,0.9684105722189177,618
4450000,-85950.70084524568,15307.738298384706,-70642.96254686097,297.9845812939161,64.0,0.9684105722189177,618
4500000,-85579.28147268709,15102.357131334255,-70476.92434135283,293.98657584881107,64.0,0.9684105722189177,618
4550000,-85396.80918264802,15252.749981020577,-70144.05920162745,296.91416380921584,64.0,0.9684105722189177,618
4600000,-85821.69895315584,15080.199392574374,-70741.49956058146,293.5552473025503,64.0,0.9684105722189177,618
4650000,-85768.9085478824,15467.253959332127,-70301.65458855027,301.0897563701228,64.0,0.9684105722189177,618
4700000,-85842.4114775699,15422.235516708752,-70420.17596086115,300.21341516842836,64.0,0.9684105722189177,618
4750000,-85886.43833303865,15472.78767751297,-70413.65065552568,301.1974772275725,64.0,0.9684105722189177,618
4800000,-85887.8147978824,15237.47819321137,-70650.33660467103,296.61687904988486,64.0,0.9684105722189177,618
4850000,-85895.37766409334,15634.900436176336,-70260.477227917,304.35320811159227,64.0,0.9684105722189177,618
4900000,-86160.27683401521,15614.009194070939,-70546.26763994427,303.94653353236043,64.0,0.9684105722189177,618
4950000,-86247.39463186677,15486.810912876856,-70760.58371898992,301.4704573267119,64.0,0.9684105722189177,618
5000000,-85327.88486624177,15489.524795223493,-69838.36007101828,301.5232864957884,64.0,0.9684105722189177,618
5050000,-86142.2444853824,15330.219980985625,-70812.02450439677,298.422215818758,64.0,0.9684105722189177,618
5100000,-86163.3851103824,15438.880263892352,-70724.50484649005,300.5374263269397,64.0,0.9684105722189177,618
5150000,-85798.31125784334,15100.653488773154,-70697.65776907018,293.9534122811208,64.0,0.9684105722189177,618
5200000,-86274.82175589021,15266.947039032355,-71007.87471685786,297.19052758711575,64.0,0.9684105722189177,618
5250000,-85551.57468557771,15383.50300539413,-70168.07168018358,299.459437608741,64.0,0.9684105722189177,618
5300000,-86182.50241995271,15290.906153039075,-70891.59626691364,297.6569221920078,64.0,0.9684105722189177,618
5350000,-85716.2073760074,15841.37594203651,-69874.83143397089,308.37251625247455,64.0,0.9684105722189177,618
5400000,-85947.01975393709,15542.247989255004,-70404.77176468208,302.54961047596873,64.0,0.9684105722189177,618
5450000,-85975.48679495271,15466.626820648555,-70508.85997430416,301.0775483185874,64.0,0.9684105722189177,618
5500000,-85467.43381643709,15265.706658077892,-70201.7271583592,297.16638199537937,64.0,0.9684105722189177,618
5550000,-86217.62644339021,15318.543600729201,-70899.08284266101,298.19492023701247,64.0,0.9684105722189177,618
5600000,-85988.24070120271,15259.11824230128,-70729.12245890143,297.0381301087638,64.0,0.9684105722189177,618
5650000,-86022.32676077302,15325.454489750555,-70696.87227102247,298.3294494751831,64.0,0.9684105722189177,618
5700000,-86542.18137503084,15290.913655345328,-71251.26771968551,297.657068233934,64.0,0.9684105722189177,618
5750000,-85898.52683401521,15488.541231569368,-70409.98560244584,301.5041401792041,64.0,0.9684105722189177,618
5800000,-85831.56357717927,15894.319874896202,-69937.24370228307,309.4031371944927,64.0,0.9684105722189177,618
5850000,-85484.57053518709,15181.884818052407,-70302.68571713468,295.53468334621215,64.0,0.9684105722189177,618
5900000,-85990.32114553865,15604.484679502435,-70385.83646603621,303.7611267511364,64.0,0.9684105722189177,618
5950000,-85950.5833525699,15719.649252077099,-70230.9341004928,306.00295152430846,64.0,0.9684105722189177,618
6000000,-86452.66513967927,14856.974495905568,-71595.6906437737,289.20989098199897,64.0,0.9684105722189177,617
6050000,-85628.23984671052,15621.27910649567,-70006.96074021485,304.0880516173773,64.0,0.9684105722189177,617
6100000,-85828.5892119449,15509.558397803456,-70319.03081414144,301.91326603164373,64.0,0.9684105722189177,617
6150000,-85458.76658010896,15254.542222990189,-70204.22435711877,296.9490520769979,64.0,0.9684105722189177,617
6200000,-86249.50510549959,15336.336420413572,-70913.16868508601,298.54128008589004,64.0,0.9684105722189177,617
6250000,-86335.84153128084,15229.196753805503,-71106.64477747533,296.4556703065836,64.0,0.9684105722189177,617
6300000,-85592.17771292146,15672.115556907374,-69920.06215601409,305.077647735048,64.0,0.9684105722189177,617
6350000,-86186.90488577302,15582.265178061876,-70604.63970771115,303.32859591579916,64.0,0.9684105722189177,617
6400000,-86198.28330374177,15087.28502695961,-71110.99827678216,293.69317818132083,64.0,0.9684105722189177,617
6450000,-86418.36649465974,15277.825944347307,-71140.54055031243,297.40229930557757,64.0,0.9684105722189177,617
6500000,-86062.38327932771,15250.679934073472,-70811.70334525424,296.8738677144716,64.0,0.9684105722189177,617
6550000,-85995.3827300113,15323.399330448126,-70671.98339956318,298.2894431873639,64.0,0.9684105722189177,617
6600000,-85773.11203909334,15361.874184950255,-70411.23785414308,299.03840512972806,64.0,0.9684105722189177,617
6650000,-85843.20664358552,15337.247714037774,-70505.95892954775,298.55901957449055,64.0,0.9684105722189177,617
6700000,-86073.43540335115,15514.735861576162,-70558.69954177499,302.0140519442587,64.0,0.9684105722189177,617
6750000,-85998.92307424959,15705.463564173784,-70293.4595100758,305.7268090800206,64.0,0.9684105722189177,617
6800000,-86158.45749807771,15656.50440437533,-70501.95309370238,304.77375681007265,64.0,0.9684105722189177,617
6850000,-85568.37174368318,15328.083428349579,-70240.2883153336,298.3806251062533,64.0,0.9684105722189177,617
6900000,-85849.71018362459,15567.580953484518,-70282.12923014007,303.04274882153754,64.0,0.9684105722189177,617
6950000,-86408.55350637849,15434.03835342545,-70974.51515295304,300.4431723858925,64.0,0.9684105722189177,617
7000000,-85924.25901174959,15269.087202569237,-70655.17180918035,297.23218859039446,64.0,0.9684105722189177,617
7050000,-85682.62351370271,15470.793018963363,-70211.83049473935,301.15864866380014,64.0,0.9684105722189177,617
7100000,-86065.65897512849,15429.970580728492,-70635.6883944,300.36398802042487,64.0,0.9684105722189177,617
7150000,-85480.28757620271,15648.370839170646,-69831.91673703206,304.6154266260375,64.0,0.9684105722189177,617
7200000,-85758.63547659334,15582.25620722468,-70176.37926936866,303.3284212870517,64.0,0.9684105722189177,617
7250000,-86148.90842581209,15587.44119144464,-70561.46723436745,303.4293535947305,64.0,0.9684105722189177,617
7300000,-85891.63889456209,15203.368759937235,-70688.27013462485,295.9528955799403,64.0,0.9684105722189177,617
7350000,-85909.95224905427,15473.619170071092,-70436.33307898318,301.21366328699884,64.0,0.9684105722189177,617
7400000,-85998.75547171052,15616.237801485695,-70382.51767022483,303.9899162081294,64.0,0.9684105722189177,617
7450000,-85667.02585745271,15158.825053015491,-70508.20080443722,295.0857957120417,64.0,0.9684105722189177,617
7500000,-85918.38028860505,15577.976274210494,-70340.40401439456,303.2451069513648,64.0,0.9684105722189177,617
7550000,-85820.36997366365,15865.745425015688,-69954.62454864796,308.8468992109725,64.0,0.9684105722189177,617
7600000,-86041.6468291324,15390.358916014899,-70651.2879131175,299.5928966224696,64.0,0.9684105722189177,617
7650000,-85490.5624175113,15606.82265718584,-69883.73976032546,303.80663845818833,64.0,0.9684105722189177,617
7700000,-85287.48044729646,15232.918050143868,-70054.5623971526,296.5281100693782,64.0,0.9684105722189177,617
7750000,-86281.68381643709,15178.423832799308,-71103.25998363778,295.4673108695336,64.0,0.9684105722189177,617
7800000,-85919.1224150699,15153.802568209125,-70765.31984686077,294.9880266619765,64.0,0.9684105722189177,617
7850000,-85856.93235159334,15421.301759695401,-70435.63059189793,300.19523840140835,64.0,0.9684105722189177,617
7900000,-85970.51487112459,15375.492089840816,-70595.02278128377,299.3034949560509,64.0,0.9684105722189177,617
7950000,-85734.45713186677,15535.365246093832,-70199.09188577294,302.41562913273845,64.0,0.9684105722189177,617
8000000,-86032.3460478824,15060.380526438355,-70971.96552144404,293.16944788449484,64.0,0.9684105722189177,617
8050000,-85971.39731741365,15325.199393930845,-70646.1979234828,298.32448371083933,64.0,0.9684105722189177,617
8100000,-85628.62949514802,15337.697580357548,-70290.93191479048,298.5677767941609,64.0,0.9684105722189177,617
8150000,-86298.34165335115,15334.08825693326,-70964.25339641789,298.4975167264504,64.0,0.9684105722189177,617
8200000,-85882.96787405427,15275.486669600476,-70607.4812044538,297.3567623495375,64.0,0.9684105722189177,617
8250000,-85973.02976370271,15410.624065016746,-70562.40569868597,299.98738350371,64.0,0.9684105722189177,617
8300000,-86218.74106741365,15776.435781564098,-70442.30528584955,307.10837349341176,64.0,0.9684105722189177,617
8350000,-86215.6692900699,15606.246953682596,-70609.4223363873,303.7954316578094,64.0,0.9684105722189177,617
8400000,-85887.79990530427,15042.27077360591,-70845.52913169836,292.816918529085,64.0,0.9684105722189177,617
8450000,-85576.18540335115,15657.833864880842,-69918.3515384703,304.79963644848556,64.0,0.9684105722189177,617
8500000,-85774.7415556949,15532.805060999002,-70241.9364946959,302.36579187600944,64.0,0.9684105722189177,617
8550000,-86136.1741728824,15291.389664226677,-70844.78450865572,297.6663343517913,64.0,0.9684105722189177,617
8600000,-85896.84201956209,15119.587352684059,-70777.25466687803,294.3219840060739,64.0,0.9684105722189177,617
8650000,-85720.07425833162,15950.029751434457,-69770.04450689716,310.4876007455804,64.0,0.9684105722189177,617
8700000,-86026.94614553865,15291.056946058292,-70735.88919948036,297.6598575697767,64.0,0.9684105722189177,617
8750000,-85687.04367971834,15253.757900157012,-70433.28577956132,296.9337842362178,64.0,0.9684105722189177,617
8800000,-85801.06723928865,15452.16963072773,-70348.89760856092,300.79612074246415,64.0,0.9684105722189177,617
8850000,-85873.63065481599,14935.35890519619,-70938.2717496198,290.7357431312287,64.0,0.9684105722189177,617
8900000,-85737.19321585115,15434.887116296683,-70302.30609955447,300.4596946339132,64.0,0.9684105722189177,617
8950000,-85800.04880667146,15455.900887797587,-70344.14791887387,300.86875440355686,64.0,0.9684105722189177,617
9000000,-85837.30509329255,15605.281780495308,-70232.02331279725,303.7766433350354,64.0,0.9684105722189177,617
9050000,-85579.79844046052,15473.06907093228,-70106.72936952824,301.2029549081153,64.0,0.9684105722189177,617
9100000,-85660.2001128238,15201.845797360409,-70458.3543154634,295.9232491777785,64.0,0.9684105722189177,617
9150000,-85819.21665335115,15446.63153784722,-70372.58511550393,300.6883147259255,64.0,0.9684105722189177,617
9200000,-85917.50608206209,15347.920569714392,-70569.5855123477,298.76678027486406,64.0,0.9684105722189177,617
9250000,-86339.67038870271,15499.40658381721,-70840.2638048855,301.71564806998936,64.0,0.9684105722189177,617
9300000,-86224.84885549959,15429.566940439952,-70795.28191505963,300.35613064920324,64.0,0.9684105722189177,617
9350000,-86286.97757864412,15355.026397460548,-70931.95118118357,298.9051042430697,64.0,0.9684105722189177,617
9400000,-85642.71579885896,15480.818566628732,-70161.89723223023,301.3538086910409,64.0,0.9684105722189177,617
9450000,-86110.72275686677,15615.034093708207,-70495.68866315857,303.9664845063924,64.0,0.9684105722189177,617
9500000,-85802.82297659334,14933.770602832548,-70869.05237376079,290.7048248070732,64.0,0.9684105722189177,617
9550000,-86184.13651419099,15661.690716867219,-70522.44579732377,304.87471497425275,64.0,0.9684105722189177,617
9600000,-85768.57871389802,15631.253433043603,-70137.32528085442,304.2822145604679,64.0,0.9684105722189177,617
9650000,-85523.36502981599,15227.937491488876,-70295.42753832712,296.4311571651354,64.0,0.9684105722189177,617
9700000,-86572.91074514802,15540.898401139304,-71032.01234400872,302.5233390280424,64.0,0.9684105722189177,617
9750000,-85456.71408987459,15424.593819763744,-70032.12027011084,300.25932253467073,64.0,0.9684105722189177,617
9800000,-86256.4642119449,15622.545009055175,-70633.91920288972,304.1126940195925,64.0,0.9684105722189177,617
9850000,-85805.8597197574,15504.098298324796,-70301.7614214326,301.8069782557975,64.0,0.9684105722189177,617
9900000,-85732.56833792146,15484.41176418867,-70248.15657373279,301.4237548483069,64.0,0.9684105722189177,617
9950000,-85941.04966116365,15423.99345294293,-70517.05620822072,300.2476356314695,64.0,0.9684105722189177,617
10000000,-85862.04563284334,15241.268328227045,-70620.77730461629,296.69065884502373,64.0,0.9684105722189177,617
10050000,-85660.72715139802,15315.217923123855,-70345.50922827417,298.13018169566624,64.0,0.9684105722189177,617
10100000,-85693.68692923005,15329.63414289616,-70364.0527863339,298.4108117357777,64.0,0.9684105722189177,617
10150000,-85862.70145559724,15742.934358360071,-70119.76709723717,306.45622571223004,64.0,0.9684105722189177,617
10200000,-85958.02878714021,15134.96453236905,-70823.06425477116,294.6213203522144,64.0,0.9684105722189177,617
10250000,-85865.41428518709,15467.223830275121,-70398.19045491196,301.08916986973577,64.0,0.9684105722189177,617
10300000,-86043.04892874177,15201.330420761835,-70841.71850797994,295.9132167172711,64.0,0.9684105722189177,617
10350000,-85522.51365042146,15588.062889020424,-69934.45076140104,303.44145572818746,64.0,0.9684105722189177,617
10400000,-86120.26621389802,15045.77738110465,-71074.48883279337,292.88517910075836,64.0,0.9684105722189177,617
10450000,-85605.77109671052,15427.125385697931,-70178.64571101259,300.30860268306446,64.0,0.9684105722189177,617
10500000,-85598.12998342927,15333.70415938273,-70264.42582404654,298.4900397794619,64.0,0.9684105722189177,617
10550000,-85721.7161650699,15382.13452788582,-70339.58163718408,299.4327984547801,64.0,0.9684105722189177,617
10600000,-86057.99338674959,15543.434421410318,-70514.55896533927,302.5727058857637,64.0,0.9684105722189177,617
10650000,-85827.41782522615,15532.962561832159,-70294.45526339399,302.3688578299019,64.0,0.9684105722189177,617
10700000,-85972.11570120271,15257.644236893393,-70714.47146430932,297.0094367201174,64.0,0.9684105722189177,617
10750000,-85577.42209768709,15277.714395073184,-70299.7077026139,297.4001278571836,64.0,0.9684105722189177,617
10800000,-85948.6575713199,15440.330060383305,-70508.3275109366,300.5656484582498,64.0,0.9684105722189177,617
10850000,-85419.92441702302,15470.75907663576,-69949.16534038726,301.1579879332545,64.0,0.9684105722189177,617
10900000,-85851.50290823396,15398.264815695118,-70453.23809253884,299.7467950077203,64.0,0.9684105722189177,617
10950000,-86423.09629202302,15411.795889497473,-71011.30040252555,300.01019455655353,64.0,0.9684105722189177,617
11000000,-85627.01755667146,15260.040656943806,-70366.97689972766,297.05608608212026,64.0,0.9684105722189177,617
11050000,-85598.99631643709,15357.923849942861,-70241.07246649422,298.9615068381449,64.0,0.9684105722189177,617
11100000,-85930.36777639802,15166.418247605907,-70763.94952879212,295.233606895288,64.0,0.9684105722189177,617
11150000,-85785.49619436677,15241.236266090593,-70544.25992827618,296.6900347147884,64.0,0.9684105722189177,617
11200000,-86200.50486135896,15639.270412483835,-70561.23444887513,304.4382752544236,64.0,0.9684105722189177,617
11250000,-86169.27610159334,15456.267725452315,-70713.00837614102,300.8758953647372,64.0,0.9684105722189177,617
11300000,-85760.48520803865,15437.004759098345,-70323.4804489403,300.5009172424582,64.0,0.9684105722189177,617
11350000,-85884.41257620271,15610.083523770329,-70274.32905243238,303.8701153706422,64.0,0.9684105722189177,617
11400000,-85825.38083792146,15327.359515570803,-70498.02132235066,298.36653322396006,64.0,0.9684105722189177,617
11450000,-85485.75083303865,15297.600069997134,-70188.15076304151,297.7872277932065,64.0,0.9684105722189177,617
11500000,-85732.73716116365,15279.958169512101,-70452.77899165155,297.44380577835426,64.0,0.9684105722189177,617
11550000,-85932.57834768709,15364.702876346186,-70567.8754713409,299.0934692028652,64.0,0.9684105722189177,617
11600000,-86003.08872366365,15417.831701979274,-70585.25702168437,300.1276893177063,64.0,0.9684105722189177,617
11650000,-85891.17460012849,15888.869314170443,-70002.30528595805,309.2970351025949,64.0,0.9684105722189177,617
11700000,-85397.39426565584,15238.078194657806,-70159.31607099803,296.6285588406095,64.0,0.9684105722189177,617
11750000,-85963.86277151521,15598.82885231264,-70365.03391920257,303.6510288866334,64.0,0.9684105722189177,617
11800000,-86102.41159964021,15757.860404453008,-70344.5511951872,306.7467801696345,64.0,0.9684105722189177,617
11850000,-86398.74460745271,15403.590414278675,-70995.15419317404,299.8504645526999,64.0,0.9684105722189177,617
11900000,-85631.5257353824,15351.804777213605,-70279.7209581688,298.84239131045604,64.0,0.9684105722189177,617
11950000,-86198.4432768863,15458.447726218961,-70739.99555066734,300.91833185032425,64.0,0.9684105722189177,617
12000000,-86275.86564016755,15436.926841504406,-70838.93879866315,300.4994004774631,64.0,0.9684105722189177,617
12050000,-86076.10703421052,15292.474418710452,-70783.63261550007,297.6874504764828,64.0,0.9684105722189177,617
12100000,-85541.2786650699,15345.893995794584,-70195.38466927531,298.727330437848,64.0,0.9684105722189177,617
12150000,-86069.24472952302,15760.884862669744,-70308.35986685328,306.80565509274777,64.0,0.9684105722189177,617
12200000,-86278.5472197574,15054.304569009691,-71224.2426507477,293.0511716509293,64.0,0.9684105722189177,617
12250000,-85861.6444487613,15242.752680143807,-70618.8917686175,296.7195536416153,64.0,0.9684105722189177,617
12300000,-85946.76072073396,15196.894502584939,-70749.86621814902,295.8268659321433,64.0,0.9684105722189177,617
12350000,-85926.03342581209,15468.118323804345,-70457.91510200774,301.1065823231355,64.0,0.9684105722189177,617
12400000,-86324.45408010896,15217.079280726462,-71107.3747993825,296.2197882924405,64.0,0.9684105722189177,617
12450000,-85876.03110647615,15585.671306176577,-70290.35980029957,303.39490052855825,64.0,0.9684105722189177,617
12500000,-85922.98703909334,15696.382538851583,-70226.60450024175,305.5500353806269,64.0,0.9684105722189177,617
12550000,-85985.75107717927,15410.018403205788,-70575.73267397349,299.975593526796,64.0,0.9684105722189177,617
12600000,-85625.83377981599,15388.962072627619,-70236.87170718837,299.56570529062304,64.0,0.9684105722189177,617
12650000,-86073.92588186677,15441.30340241408,-70632.6224794527,300.5845957979445,64.0,0.9684105722189177,617
12700000,-86235.09763479646,15442.532437261194,-70792.56519753527,300.6085205232811,64.0,0.9684105722189177,617
12750000,-86313.72873831209,15362.26503193006,-70951.46370638203,299.0460134629356,64.0,0.9684105722189177,617
12800000,-86452.76059866365,15661.367896478623,-70791.39270218502,304.86843086510135,64.0,0.9684105722189177,617
12850000,-85743.42283010896,15602.99631402432,-70140.42651608464,303.73215382547204,64.0,0.9684105722189177,617
12900000,-85509.92209768709,15286.641738689039,-70223.28035899805,297.573909946842,64.0,0.9684105722189177,617
12950000,-85351.69150686677,15632.143622708507,-69719.54788415827,304.29954323367866,64.0,0.9684105722189177,617
