#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
3000000,-86396.15922586952,15452.257129666861,-70943.90209620266,300.8465165051862,64.0,0.9680735185677091,620
3050000,-86822.39750711952,15307.725103739882,-71514.67240337963,298.0325614849783,64.0,0.9680735185677091,620
3100000,-86756.22624247108,15107.187631679291,-71649.03861079179,294.1282127939153,64.0,0.9680735185677091,620
3150000,-86146.03105204139,15430.311522299657,-70715.71952974173,300.41924821204225,64.0,0.9680735185677091,620
3200000,-87067.53459208045,15443.990454010433,-71623.54413807002,300.68556910744064,64.0,0.9680735185677091,620
3250000,-86588.60038797889,15722.23106868798,-70866.36931929091,306.10275308086096,64.0,0.9680735185677091,620
3300000,-86316.38298075233,15469.565214288712,-70846.81776646362,301.1834949104875,64.0,0.9680735185677091,620
3350000,-86432.92912333045,15818.021590032615,-70614.90753329784,307.96773917440856,64.0,0.9680735185677091,620
3400000,-86533.68016092811,15137.625102250546,-71396.05505867756,294.72081275622173,64.0,0.9680735185677091,620
3450000,-86851.60490458045,15390.208484755363,-71461.39641982509,299.63846524647056,64.0,0.9680735185677091,620
3500000,-86427.08732645545,15143.55311140418,-71283.53421505127,294.8362276686657,64.0,0.9680735185677091,620
3550000,-86713.19462626014,16020.716558645712,-70692.47806761443,311.9140930765386,64.0,0.9680735185677091,620
3600000,-86533.72184793983,15841.630120567046,-70692.09172737278,308.42738362062045,64.0,0.9680735185677091,620
3650000,-86122.54924051795,15634.768304466736,-70487.78093605122,304.399903605922,64.0,0.9680735185677091,620
3700000,-86358.40580790077,15812.593799890019,-70545.81200801075,307.8620632370346,64.0,0.9680735185677091,620
3750000,-86361.81657450233,15859.80353984551,-70502.01303465682,308.7812095916119,64.0,0.9680735185677091,620
3800000,-86318.97331278358,15571.756038341962,-70747.21727444162,303.1730911990575,64.0,0.9680735185677091,620
3850000,-86638.61955301795,15234.17464420409,-71404.44490881386,296.6005765423892,64.0,0.9680735185677091,620
3900000,-86133.44963114295,15235.172818046762,-70898.27681309619,296.6200104102645,64.0,0.9680735185677091,620
3950000,-86692.2089084867,15448.595686690882,-71243.61322179582,300.7752303263799,64.0,0.9680735185677091,620
4000000,-86571.09501688514,15375.253998920554,-71195.84101796459,299.34731004941585,64.0,0.9680735185677091,620
4050000,-86424.05717508827,15432.202711772174,-70991.8544633161,300.4560685781599,64.0,0.9680735185677091,620
4100000,-86486.31156961952,15453.683506438509,-71032.62806318101,300.87428723663163,64.0,0.9680735185677091,620
4150000,-86807.05046122108,15483.699595487618,-71323.35086573346,301.45868314421705,64.0,0.9680735185677091,620
4200000,-86998.44999735389,15747.202557580546,-71251.24743977335,306.5889335386566,64.0,0.9680735185677091,620
4250000,-86728.58280985389,15527.725320582278,-71200.85748927161,302.31583856948583,64.0,0.9680735185677091,620
4300000,-86958.80473368202,15208.247655482031,-71750.55707819998,296.0957930550936,64.0,0.9680735185677091,620
4350000,-86182.71037333045,15438.814989979262,-70743.89538335119,300.58480581363773,64.0,0.9680735185677091,620
4400000,-86674.64408915077,15466.898690146976,-71207.74539900379,301.1315792264236,64.0,0.9680735185677091,619
4450000,-86572.5321506742,15622.886913095135,-70949.64523757907,304.16857978213466,64.0,0.9680735185677091,619
4500000,-86075.50663797889,15355.837939248886,-70719.66869873,298.96929058808655,64.0,0.9680735185677091,619
4550000,-86735.86344950233,15305.481788719073,-71430.38166078326,297.98888543792765,64.0,0.9680735185677091,619
4600000,-86650.30900614295,15333.800643108785,-71316.50836303417,298.54023716752096,64.0,0.9680735185677091,619
4650000,-86508.66642801795,15242.248308475362,-71266.41811954259,296.75776612000635,64.0,0.9680735185677091,619
4700000,-86735.90483133827,15123.063253117842,-71612.84157822042,294.43730196885355,64.0,0.9680735185677091,619
4750000,-86408.7430881742,15535.038429150358,-70873.70465902385,302.4582205670846,64.0,0.9680735185677091,619
4800000,-86847.02775614295,15710.650078991079,-71136.37767715188,305.8772779040789,64.0,0.9680735185677091,619
4850000,-86292.2801975492,15561.204727607837,-70731.07546994137,302.96766327663244,64.0,0.9680735185677091,619
4900000,-86492.17607157264,15738.266716446728,-70753.90935512591,306.4149578757748,64.0,0.9680735185677091,619
4950000,-86777.44731180702,15529.504172746092,-71247.94313906092,302.35047179312244,64.0,0.9680735185677091,619
5000000,-87209.97709696327,15438.679164525121,-71771.29793243814,300.58216137053864,64.0,0.9680735185677091,619
5050000,-86764.4120334867,15363.062804887188,-71401.34922859952,299.1099545468378,64.0,0.9680735185677091,619
5100000,-86658.02470438514,15478.014622933697,-71180.01008145144,301.34800001391943,64.0,0.9680735185677091,619
5150000,-87189.45726053749,15326.703529225895,-71862.75373131159,298.4020604616203,64.0,0.9680735185677091,619
5200000,-86670.71977274452,15408.281901391689,-71262.43787135283,299.99034422381084,64.0,0.9680735185677091,619
5250000,-86660.43217508827,15533.67507860111,-71126.75709648716,302.43167691976663,64.0,0.9680735185677091,619
5300000,-86332.91813700233,15520.947627338814,-70811.97050966352,302.1838807988426,64.0,0.9680735185677091,619
5350000,-86359.83110086952,15429.234067406505,-70930.59703346301,300.3982707879303,64.0,0.9680735185677091,619
5400000,-86636.32939188514,15698.16714289214,-70938.162248993,305.63424235208095,64.0,0.9680735185677091,619
5450000,-86997.44499247108,15401.853672448313,-71595.59132002277,299.865190321136,64.0,0.9680735185677091,619
5500000,-86380.08250467811,15313.824626068352,-71066.25787860976,298.1513156598194,64.0,0.9680735185677091,619
5550000,-87152.97563211952,15470.866417420097,-71682.10921469942,301.20882858349444,64.0,0.9680735185677091,619
5600000,-86543.89946024452,15425.26554072043,-71118.63391952409,300.32100586675114,64.0,0.9680735185677091,619
5650000,-86353.65080301795,15185.234639007365,-71168.41616401059,295.64774292347965,64.0,0.9680735185677091,619
5700000,-86908.58647196327,15541.7406640728,-71366.84580789047,302.58870920782465,64.0,0.9680735185677091,619
5750000,-86385.79264872108,15334.287583916448,-71051.50506480463,298.5497176236447,64.0,0.9680735185677091,619
5800000,-86395.05497782264,15535.979282282526,-70859.07569554012,302.47653843385194,64.0,0.9680735185677091,619
5850000,-86793.99028055702,15251.853381488472,-71542.13689906854,296.944771340831,64.0,0.9680735185677091,619
5900000,-86686.30278055702,15151.964412289672,-71534.33836826734,294.9999908360426,64.0,0.9680735185677091,619
5950000,-87119.59782450233,15427.057287614094,-71692.54053688823,300.355890143326,64.0,0.9680735185677091,619
6000000,-86302.73271219764,15107.08927011583,-71195.64344208181,294.1262977511175,64.0,0.9680735185677091,619
6050000,-86779.26689188514,15271.748985548737,-71507.5179063364,297.3321272542791,64.0,0.9680735185677091,619
6100000,-86183.55778543983,15202.093713906128,-70981.4640715337,295.97597936895374,64.0,0.9680735185677091,619
6150000,-86677.86784403358,15336.723601625301,-71341.14424240828,298.59714548066927,64.0,0.9680735185677091,619
6200000,-86809.15190165077,15547.03368650307,-71262.1182151477,302.69176129572145,64.0,0.9680735185677091,619
6250000,-87118.19743387733,15537.764917647932,-71580.4325162294,302.51130372250344,64.0,0.9680735185677091,619
6300000,-86202.22197001014,15773.207923344802,-70429.01404666534,307.0952429816699,64.0,0.9680735185677091,619
6350000,-86826.37455790077,15689.263927076478,-71137.11063082429,305.4609018852896,64.0,0.9680735185677091,619
6400000,-86937.2186741117,15168.389283583034,-71768.82939052867,295.3197735882444,64.0,0.9680735185677091,619
6450000,-86243.08647196327,15490.510954308556,-70752.57551765471,301.59129636419846,64.0,0.9680735185677091,619
6500000,-86982.91801493202,15361.773094502743,-71621.14492042927,299.0848446309721,64.0,0.9680735185677091,619
6550000,-86498.4510959867,15020.232901126408,-71478.2181948603,292.43525444090824,64.0,0.9680735185677091,619
6600000,-87004.08805887733,15494.887850102969,-71509.20020877436,301.6765119959217,64.0,0.9680735185677091,619
6650000,-86870.05717508827,15480.625108898617,-71389.43206618965,301.398824667065,64.0,0.9680735185677091,619
6700000,-85849.51957743202,15010.986091544619,-70838.5334858874,292.25522440205214,64.0,0.9680735185677091,619
6750000,-86329.69743387733,15445.585202558315,-70884.11223131901,300.7166179400679,64.0,0.9680735185677091,619
6800000,-86811.91569559608,15486.575503126485,-71325.3401924696,301.51467540396806,64.0,0.9680735185677091,619
6850000,-86436.97538797889,15170.249383051763,-71266.72600492713,295.3559886499551,64.0,0.9680735185677091,619
6900000,-86677.25468485389,15390.99656270491,-71286.25812214898,299.65380866872056,64.0,0.9680735185677091,619
6950000,-86486.11589090858,15217.304820894962,-71268.81107001362,296.27213083157676,64.0,0.9680735185677091,619
7000000,-86217.15940897499,15472.419668496295,-70744.73974047869,301.23906948432926,64.0,0.9680735185677091,619
7050000,-86754.64689676795,15324.67845572182,-71429.96844104613,298.36263345077936,64.0,0.9680735185677091,619
7100000,-86829.3221897367,15600.482409110991,-71228.83978062571,303.73237703705377,64.0,0.9680735185677091,619
7150000,-87126.21037333045,15566.185528430156,-71560.0248449003,303.0646365902543,64.0,0.9680735185677091,619
7200000,-86544.57621805702,15367.036555509549,-71177.53966254747,299.18732117503754,64.0,0.9680735185677091,619
7250000,-86766.49858133827,15182.10309786303,-71584.39548347524,295.586773627107,64.0,0.9680735185677091,619
7300000,-86217.11149637733,15306.627988315886,-70910.48350806144,298.01120128169254,64.0,0.9680735185677091,619
7350000,-86632.22795145545,15447.95504197455,-71184.2729094809,300.76275734397944,64.0,0.9680735185677091,619
7400000,-86586.55497782264,15115.44924278045,-71471.10573504219,294.28906158769644,64.0,0.9680735185677091,619
7450000,-86693.06645243202,15204.147141776513,-71488.9193106555,296.01595842292085,64.0,0.9680735185677091,619
7500000,-86642.3905491117,15352.239805527264,-71290.15074358444,298.89923700387646,64.0,0.9680735185677091,619
7550000,-87290.05302469764,15444.84148316516,-71845.21154153248,300.7021381532762,64.0,0.9680735185677091,619
7600000,-86405.5663303617,15372.568820788525,-71032.99750957318,299.295031182941,64.0,0.9680735185677091,619
7650000,-87035.8241428617,15250.747490043519,-71785.07665281818,296.92324027348883,64.0,0.9680735185677091,619
7700000,-86891.9491428617,15623.20342627517,-71268.74571658653,304.17474211083794,64.0,0.9680735185677091,619
7750000,-86748.89604227577,15400.253751422279,-71348.64229085349,299.8340407833483,64.0,0.9680735185677091,619
7800000,-86465.54814188514,15490.680838633329,-70974.86730325181,301.5946039138261,64.0,0.9680735185677091,619
7850000,-86753.47770731483,15633.281272791093,-71120.19643452374,304.37095195854806,64.0,0.9680735185677091,619
7900000,-86953.42393534217,15480.255277403165,-71473.16865793901,301.391624261573,64.0,0.9680735185677091,619
7950000,-86711.53837626014,15612.806082542986,-71098.73229371716,303.9723118369637,64.0,0.9680735185677091,619
8000000,-86460.81407206092,15709.18834725651,-70751.62572480441,305.8488188319368,64.0,0.9680735185677091,619
8050000,-86731.64158670936,15228.362386676483,-71503.27920003288,296.4874152472115,64.0,0.9680735185677091,619
8100000,-86836.30485575233,15457.934942610213,-71378.36991314212,300.95706024200354,64.0,0.9680735185677091,619
8150000,-86965.56413309608,15615.197132885689,-71350.36700021039,304.0188642053558,64.0,0.9680735185677091,619
8200000,-86394.57048075233,15538.628828373388,-70855.94165237894,302.5281235650769,64.0,0.9680735185677091,619
8250000,-86575.62175028358,15064.787404674105,-71510.83434560947,293.3027048770784,64.0,0.9680735185677091,619
8300000,-86837.92814676795,15318.658384464914,-71519.26976230304,298.24542614238715,64.0,0.9680735185677091,619
8350000,-86610.1551975492,15435.384072259534,-71174.77112528967,300.51800782835085,64.0,0.9680735185677091,619
8400000,-86159.86235086952,15325.986993182742,-70833.87535768677,298.38810991894394,64.0,0.9680735185677091,619
8450000,-86728.9706272367,15786.019801669754,-70942.95082556695,307.34468284871366,64.0,0.9680735185677091,619
8500000,-86373.36875956092,15462.247476913035,-70911.12128264789,301.0410227926798,64.0,0.9680735185677091,619
8550000,-86686.92216532264,15408.854436374037,-71278.0677289486,300.001491149051,64.0,0.9680735185677091,619
8600000,-86724.27604715858,15234.661427349318,-71489.61461980926,296.6100539289164,64.0,0.9680735185677091,619
8650000,-86554.60185282264,15231.574887510389,-71323.02696531225,296.5499607819538,64.0,0.9680735185677091,619
8700000,-86896.68400614295,15698.7518342369,-71197.93217190605,305.64562595467214,64.0,0.9680735185677091,619
8750000,-86333.06889383827,15301.285637482535,-71031.78325635573,297.90718879829456,64.0,0.9680735185677091,619
8800000,-86844.97685282264,15190.49668223341,-71654.48017058923,295.750191864173,64.0,0.9680735185677091,619
8850000,-86696.81462137733,15715.867936816998,-70980.94668456033,305.9788665805663,64.0,0.9680735185677091,619
8900000,-86438.03825418983,15435.65474904119,-71002.38350514864,300.52327774886646,64.0,0.9680735185677091,619
8950000,-86694.03910868202,15240.468308452517,-71453.5708002295,296.7231105482178,64.0,0.9680735185677091,619
9000000,-86740.34825174842,15266.137304263888,-71474.21094748453,297.2228710626356,64.0,0.9680735185677091,619
9050000,-86350.01506083045,15622.079862354323,-70727.93519847613,304.152866970603,64.0,0.9680735185677091,619
9100000,-86421.86967508827,15544.289826575667,-70877.5798485126,302.63833992860265,64.0,0.9680735185677091,619
9150000,-86314.81230204139,15511.198151288787,-70803.6141507526,301.9940641343393,64.0,0.9680735185677091,619
9200000,-86229.98344461952,15559.182621659944,-70670.80082295957,302.92829404239546,64.0,0.9680735185677091,619
9250000,-87000.74259989295,15543.03212244052,-71457.71047745243,302.61385315591457,64.0,0.9680735185677091,619
9300000,-86607.97135965858,15586.35972861806,-71021.61163104052,303.45741660930776,64.0,0.9680735185677091,619
9350000,-86636.85087626014,15038.765815489227,-71598.08506077091,292.796079573441,64.0,0.9680735185677091,619
9400000,-86654.92301981483,15490.100379796699,-71164.82264001813,301.58330271572225,64.0,0.9680735185677091,619
9450000,-86340.50395243202,15281.020765778492,-71059.48318665352,297.51264345722063,64.0,0.9680735185677091,619
9500000,-86702.27995340858,15360.679995751707,-71341.59995765687,299.0635626299877,64.0,0.9680735185677091,619
9550000,-86132.7382053617,15369.78755073063,-70762.95065463107,299.2408814622008,64.0,0.9680735185677091,619
9600000,-86762.56132547889,15416.447441290598,-71346.1138841883,300.1493225668035,64.0,0.9680735185677091,619
9650000,-87414.55729715858,15120.384330764296,-72294.17296639428,294.3851448987706,64.0,0.9680735185677091,619
9700000,-86516.28837626014,15541.227816274972,-70975.06055998517,302.578724357574,64.0,0.9680735185677091,619
9750000,-86565.96623270545,15662.609153264435,-70903.35707944102,304.94194884287674,64.0,0.9680735185677091,619
9800000,-86204.57872049842,15426.938039869186,-70777.64068062924,300.35356845864555,64.0,0.9680735185677091,619
9850000,-86333.24467508827,15434.423003124772,-70898.8216719635,300.49929636769576,64.0,0.9680735185677091,619
9900000,-86265.87651102577,15363.109951704275,-70902.76655932149,299.11087246812053,64.0,0.9680735185677091,619
9950000,-86914.39482157264,15381.145983424969,-71533.24883814767,299.46202358275804,64.0,0.9680735185677091,619
10000000,-86573.51786844764,15647.337616275996,-70926.18025217165,304.6446208430837,64.0,0.9680735185677091,619
10050000,-86423.95378153358,15288.351784472005,-71135.60199706157,297.6553741546113,64.0,0.9680735185677091,619
10100000,-86750.96049540077,15533.310472070938,-71217.65002332983,302.4245782413291,64.0,0.9680735185677091,619
10150000,-86870.2284397367,15691.084673294798,-71179.1437664419,305.496350761957,64.0,0.9680735185677091,619
10200000,-86756.38786356483,15468.831184366718,-71287.55667919811,301.16920377209976,64.0,0.9680735185677091,619
10250000,-86879.87602274452,15352.445455859197,-71527.43056688532,298.9032408969945,64.0,0.9680735185677091,619
10300000,-86560.93669168983,14854.721434191568,-71706.21525749826,289.2128418282284,64.0,0.9680735185677091,619
10350000,-86250.52989237342,15415.026589361602,-70835.50330301182,300.1216594008516,64.0,0.9680735185677091,619
10400000,-87079.56181376014,15343.937835246325,-71735.62397851382,298.7376024401883,64.0,0.9680735185677091,619
10450000,-86869.18827860389,15333.566015219782,-71535.62226338411,298.5356690981128,64.0,0.9680735185677091,619
10500000,-86294.4716037992,15219.516308528546,-71074.95529527066,296.3151872177911,64.0,0.9680735185677091,619
10550000,-86810.86100809608,15493.693560697604,-71317.16744739847,301.65325987137527,64.0,0.9680735185677091,619
10600000,-86486.21842997108,15557.275071353186,-70928.9433586179,302.89115514029004,64.0,0.9680735185677091,619
10650000,-86736.15373270545,15450.789131354308,-71285.36460135115,300.81793542639224,64.0,0.9680735185677091,619
10700000,-86573.27543680702,15355.181811002316,-71218.0936258047,298.9565161503002,64.0,0.9680735185677091,619
10750000,-86458.31913797889,15340.589608462993,-71117.7295295159,298.6724143996463,64.0,0.9680735185677091,619
10800000,-86428.39042704139,15228.124832616886,-71200.2655944245,296.48279020695287,64.0,0.9680735185677091,619
10850000,-86612.78837626014,15462.337539701606,-71150.45083655854,301.0427762631263,64.0,0.9680735185677091,619
10900000,-86688.78434793983,15555.747975302918,-71133.03637263691,302.8614234626952,64.0,0.9680735185677091,619
10950000,-86892.07341043983,15453.020305690123,-71439.0531047497,300.86137510132215,64.0,0.9680735185677091,619
11000000,-86344.83256571327,15433.107093763072,-70911.7254719502,300.47367637288323,64.0,0.9680735185677091,619
11050000,-86894.7469944242,15165.622258796357,-71729.12473562785,295.26590121470247,64.0,0.9680735185677091,619
11100000,-86883.47868387733,15491.915324063273,-71391.56335981406,301.61863863174204,64.0,0.9680735185677091,619
11150000,-86774.0087131742,15498.717005569022,-71275.29170760518,301.7510634399892,64.0,0.9680735185677091,619
11200000,-86742.85551493202,15524.600639272016,-71218.25487566,302.2550028301183,64.0,0.9680735185677091,619
11250000,-87103.7811741117,15513.357730702497,-71590.4234434092,302.0361098975103,64.0,0.9680735185677091,619
11300000,-86502.50663797889,15461.50195694575,-71041.00468103314,301.0265079497504,64.0,0.9680735185677091,619
11350000,-86489.52128641639,15653.223798455903,-70836.29748796049,304.7592214085208,64.0,0.9680735185677091,619
11400000,-86383.68925516639,15692.122482923325,-70691.56677224307,305.5165563156775,64.0,0.9680735185677091,619
11450000,-86885.90483133827,15213.796791994944,-71672.10803934332,296.203831536172,64.0,0.9680735185677091,619
11500000,-86777.01969950233,15133.639849178493,-71643.37985032384,294.6432221819737,64.0,0.9680735185677091,619
11550000,-86815.27470438514,15025.76194506418,-71789.51275932096,292.54290173116004,64.0,0.9680735185677091,619
11600000,-86723.49223368202,15358.55627821968,-71364.93595546234,299.0222150769286,64.0,0.9680735185677091,619
11650000,-86664.74235575233,15479.795882819337,-71184.94647293299,301.3826801145085,64.0,0.9680735185677091,618
11700000,-86673.51518290077,15289.363273720723,-71384.15190918004,297.6750672657475,64.0,0.9680735185677091,618
11750000,-86503.65605204139,15463.599579978676,-71040.05647206272,301.06734745799184,64.0,0.9680735185677091,618
11800000,-86564.59416239295,15004.46939182491,-71560.12477056804,292.1283480244891,64.0,0.9680735185677091,618
11850000,-86615.16081278358,15242.158147658687,-71373.00266512489,296.7560107410094,64.0,0.9680735185677091,618
11900000,-86592.84391825233,15516.336440088693,-71076.50747816364,302.094103647873,64.0,0.9680735185677091,618
11950000,-86803.31083719764,15420.243829162093,-71383.06700803555,300.2232360447412,64.0,0.9680735185677091,618
12000000,-86547.02018778358,15197.695636581688,-71349.32455120189,295.89035134508157,64.0,0.9680735185677091,618
12050000,-86444.80204813514,15175.986226184526,-71268.81582195061,295.4676816704469,64.0,0.9680735185677091,618
12100000,-86329.1805881742,15491.46560046915,-70837.71498770505,301.6098827732583,64.0,0.9680735185677091,618
12150000,-86371.15348856483,15225.150727876404,-71146.00276068843,296.42488610638117,64.0,0.9680735185677091,618
12200000,-86702.67436258827,15471.174020587001,-71231.50034200127,301.2148174393912,64.0,0.9680735185677091,618
12250000,-86917.94206278358,15365.12237671204,-71552.81968607154,299.15005322004777,64.0,0.9680735185677091,618
12300000,-86411.26884501014,15644.875613793265,-70766.39323121688,304.5966870775282,64.0,0.9680735185677091,618
12350000,-86953.42411844764,15286.476194521412,-71666.94792392623,297.61885750217067,64.0,0.9680735185677091,618
12400000,-87114.03935282264,15154.933187032584,-71959.10616579006,295.0577911646418,64.0,0.9680735185677091,618
12450000,-86510.85759012733,15138.562660519616,-71372.29492960771,294.7390664739087,64.0,0.9680735185677091,618
12500000,-86593.60124247108,15264.97149691265,-71328.62974555843,297.2001734672233,64.0,0.9680735185677091,618
12550000,-86619.34001200233,15630.673579158727,-70988.6664328436,304.32018167050364,64.0,0.9680735185677091,618
12600000,-86754.2997287992,15592.304592682049,-71161.99513611716,303.5731596771159,64.0,0.9680735185677091,618
12650000,-86587.51542704139,15008.174183034454,-71579.34124400694,292.2004781683521,64.0,0.9680735185677091,618
12700000,-86762.68266336952,15423.168847277295,-71339.51381609222,300.2801844570856,64.0,0.9680735185677091,618
12750000,-86635.08799784217,15581.240300495178,-71053.847697347,303.3577443022562,64.0,0.9680735185677091,618
12800000,-86777.26481668983,15439.721243732842,-71337.54357295699,300.6024500504988,64.0,0.9680735185677091,618
12850000,-86464.99675028358,15015.931957931258,-71449.06479235232,292.3515175623998,64.0,0.9680735185677091,618
12900000,-86481.03202860389,15409.238042450044,-71071.79398615385,300.00895973766615,64.0,0.9680735185677091,618
12950000,-86262.76030008827,15082.704563696403,-71180.05573639186,293.65154160897424,64.0,0.9680735185677091,618
